character_skills_tables	5
image_path	key	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
character_magic.png	wwl_wh2_main_hef_teclis_mixed_magic_1			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_hef_teclis_mixed_magic_2			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_hef_teclis_mixed_magic_3			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_hef_teclis_mixed_magic_4			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_hef_teclis_mixed_magic_5			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_hef_teclis_mixed_magic_6			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_hef_teclis_mixed_magic_7			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc11_cst_noctilus_mixed_magic_1			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc11_cst_noctilus_mixed_magic_2			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc11_cst_noctilus_mixed_magic_3			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc11_cst_noctilus_mixed_magic_4			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc11_cst_noctilus_mixed_magic_5			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc11_cst_noctilus_mixed_magic_6			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc11_cst_noctilus_mixed_magic_7			0	false	false	false	0	0
character_magic.png	wwl_dlc03_bst_malagor_mixed_magic_1			0	false	false	false	0	0
character_magic.png	wwl_dlc03_bst_malagor_mixed_magic_2			0	false	false	false	0	0
character_magic.png	wwl_dlc03_bst_malagor_mixed_magic_3			0	false	false	false	0	0
character_magic.png	wwl_dlc03_bst_malagor_mixed_magic_4			0	false	false	false	0	0
character_magic.png	wwl_dlc03_bst_malagor_mixed_magic_5			0	false	false	false	0	0
character_magic.png	wwl_dlc03_bst_malagor_mixed_magic_6			0	false	false	false	0	0
character_magic.png	wwl_dlc03_bst_malagor_mixed_magic_7			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_def_morathi_mixed_magic_1			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_def_morathi_mixed_magic_2			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_def_morathi_mixed_magic_3			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_def_morathi_mixed_magic_4			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_def_morathi_mixed_magic_5			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_def_morathi_mixed_magic_6			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_def_morathi_mixed_magic_7			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_lzd_lord_mazdamundi_mixed_magic_1			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_lzd_lord_mazdamundi_mixed_magic_2			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_lzd_lord_mazdamundi_mixed_magic_3			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_lzd_lord_mazdamundi_mixed_magic_4			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_lzd_lord_mazdamundi_mixed_magic_5			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_lzd_lord_mazdamundi_mixed_magic_6			0	false	false	false	0	0
character_magic.png	wwl_wh2_main_lzd_lord_mazdamundi_mixed_magic_7			0	false	false	false	0	0
character_magic.png	wwl_dlc07_brt_fay_enchantress_mixed_magic_1			0	false	false	false	0	0
character_magic.png	wwl_dlc07_brt_fay_enchantress_mixed_magic_2			0	false	false	false	0	0
character_magic.png	wwl_dlc07_brt_fay_enchantress_mixed_magic_3			0	false	false	false	0	0
character_magic.png	wwl_dlc07_brt_fay_enchantress_mixed_magic_4			0	false	false	false	0	0
character_magic.png	wwl_dlc07_brt_fay_enchantress_mixed_magic_5			0	false	false	false	0	0
character_magic.png	wwl_dlc07_brt_fay_enchantress_mixed_magic_6			0	false	false	false	0	0
character_magic.png	wwl_dlc07_brt_fay_enchantress_mixed_magic_7			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc10_hef_alarielle_mixed_magic_1			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc10_hef_alarielle_mixed_magic_2			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc10_hef_alarielle_mixed_magic_3			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc10_hef_alarielle_mixed_magic_4			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc10_hef_alarielle_mixed_magic_5			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc10_hef_alarielle_mixed_magic_6			0	false	false	false	0	0
character_magic.png	wwl_wh2_dlc10_hef_alarielle_mixed_magic_7			0	false	false	false	0	0
character_magic.png	wwl_wef_naieth_the_prophetess_mixed_magic_1			0	false	false	false	0	0
character_magic.png	wwl_wef_naieth_the_prophetess_mixed_magic_2			0	false	false	false	0	0
character_magic.png	wwl_wef_naieth_the_prophetess_mixed_magic_3			0	false	false	false	0	0
character_magic.png	wwl_wef_naieth_the_prophetess_mixed_magic_4			0	false	false	false	0	0
character_magic.png	wwl_wef_naieth_the_prophetess_mixed_magic_5			0	false	false	false	0	0
character_magic.png	wwl_wef_naieth_the_prophetess_mixed_magic_6			0	false	false	false	0	0
character_magic.png	wwl_wef_naieth_the_prophetess_mixed_magic_7			0	false	false	false	0	0
character_magic.png	wwl_vmp_mannfred_von_carstein_mixed_magic_1			0	false	false	false	0	0
character_magic.png	wwl_vmp_mannfred_von_carstein_mixed_magic_2			0	false	false	false	0	0
character_magic.png	wwl_vmp_mannfred_von_carstein_mixed_magic_3			0	false	false	false	0	0
character_magic.png	wwl_vmp_mannfred_von_carstein_mixed_magic_4			0	false	false	false	0	0
character_magic.png	wwl_vmp_mannfred_von_carstein_mixed_magic_5			0	false	false	false	0	0
character_magic.png	wwl_vmp_mannfred_von_carstein_mixed_magic_6			0	false	false	false	0	0
character_magic.png	wwl_vmp_mannfred_von_carstein_mixed_magic_7			0	false	false	false	0	0
wh_main_spell_fire_fireball.png	wwl_wh_main_skill_all_magic_fire_01_fireball		Fireball	0	false	false	false	0.0	0
wh_dlc03_spell_beasts_wyssans_wildform.png	wwl_wh_dlc03_skill_magic_beasts_wyssans_wildform		Wyssan's Wildform	0	false	false	false	0.0	0
grudge_shield_of_ice.png	wwl_magic_ice_shield_of_cold		Shield of Cold	0	false	false	false	0.0	0
wh_dlc03_spell_wild_viletide.png	wwl_wh_dlc03_skill_magic_wild_viletide		Viletide	0	false	false	false	0.0	0
wh2_main_spell_plague_pestilent_breath.png	wwl_wh2_main_skill_all_magic_plague_01_pestilent_breath		Pestilent Breath	0	false	false	false	0.0	0
wh_main_spell_vampires_invocation_of_nehek.png	wwl_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek		Invocation of Nehek	0	false	false	false	0.0	0
wh_dlc05_spell_life_awakening_of_the_wood.png	wwl_wh_dlc05_skill_magic_life_wizard_awakening_of_the_wood		Awakening of the Wood	0	false	false	false	0.0	0
wh_main_spell_vampires_invocation_of_nehek.png	wwl_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek		Invocation of Nehek	0	false	false	false	0.0	0
wh_main_spell_death_spirit_leech.png	wwl_wh_main_skill_all_magic_death_01_spirit_leech		Spirit Leech	0	false	false	false	0.0	0
